name,L-30_1,L-30_2,L-30_3,FD30_1,FD30_2,FD30_3,FD90_1,FD90_2,FD90_3,FD150_1,FD150_2,FD150_3,R+1_1,R+1_2,R+1_3,R+7_1,R+7_2,R+7_3
Staphylococcus xylosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_A lentus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemella morbillorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aneurinibacillus aneurinilyticus,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaeroplasma sp900770055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaeroplasma sp900767915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-307 sp900547045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporolactobacillus sp900543345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treponema_D sp900769975,0.00185,0.0028,0.00089,0.00109,0.00116,0.0005,0.00318,0.00181,0.00047,0.00158,0.00225,0.00034,0.00127,0.00244,0.00034,0.00234,0.00192,0.00032
Treponema_D sp900767955,1e-05,2e-05,0,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,3e-05,0,1e-05,1e-05,1e-05,3e-05,1e-05,0
Treponema_D sp002449305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treponema_D sp900541995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiro-01 sp900769955,1e-05,1e-05,2e-05,1e-05,1e-05,3e-05,1e-05,1e-05,2e-05,4e-05,1e-05,0.00018,4e-05,2e-05,2e-05,3e-05,3e-05,4e-05
MGYG000004865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachyspira aalborgi,4e-05,3e-05,5e-05,3e-05,2e-05,3e-05,5e-05,5e-05,4e-05,9e-05,4e-05,5e-05,7e-05,9e-05,5e-05,5e-05,9e-05,3e-05
Bifidobacterium vaginale_G,0.0001,0.00016,3e-05,0.00011,0.00012,3e-05,0.00012,0.00012,3e-05,7e-05,0.00017,1e-05,6e-05,0.00019,3e-05,0.00012,0.00013,2e-05
Bifidobacterium globosum,0,1e-05,4e-05,0,6e-05,0,0,0.00012,0,0,4e-05,0,0,6e-05,0,0,2e-05,0
Bifidobacterium catenulatum,0.0002,0.00019,0.00034,9e-05,3e-05,5e-05,0.0001,7e-05,1e-05,5e-05,6e-05,2e-05,0.0001,0.00012,6e-05,0.00015,0.00011,8e-05
Bifidobacterium thermophilum,1e-05,1e-05,2e-05,1e-05,0,0,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,2e-05,1e-05,2e-05,2e-05,2e-05,1e-05
Bifidobacterium scardovii,2e-05,1e-05,1e-05,5e-05,3e-05,0,1e-05,0,2e-05,2e-05,1e-05,1e-05,0,1e-05,1e-05,0,0,1e-05
Bifidobacterium animalis,1e-05,1e-05,1e-05,1e-05,1e-05,0,2e-05,2e-05,0,2e-05,2e-05,0,2e-05,3e-05,1e-05,2e-05,3e-05,1e-05
Bifidobacterium infantis,3e-05,0,0.00062,3e-05,0,2e-05,7e-05,0,1e-05,2e-05,0,0.00016,6e-05,1e-05,6e-05,0,0,5e-05
Bifidobacterium dentium,0,0,1e-05,1e-05,0,0,1e-05,0,0,1e-05,0,0,1e-05,0,2e-05,0,0,1e-05
Bifidobacterium vaginale_F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium gallinarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parascardovia denticolens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flaviflexus massiliensis,1e-05,3e-05,4e-05,1e-05,2e-05,1e-05,0,2e-05,2e-05,2e-05,3e-05,2e-05,1e-05,5e-05,0.00016,1e-05,1e-05,0.00021
Pauljensenia radingae_A,2e-05,2e-05,1e-05,1e-05,0,1e-05,1e-05,1e-05,2e-05,2e-05,2e-05,2e-05,3e-05,2e-05,1e-05,4e-05,2e-05,0
Pauljensenia polynesiensis,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauljensenia sp000308055,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,2e-05
Pauljensenia sp001064145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauljensenia sp000758755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauljensenia sp900556405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varibaculum cambriense,3e-05,0,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,3e-05,1e-05,1e-05,1e-05,0,1e-05
Varibaculum massiliense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varibaculum timonense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces urogenitalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces graevenitzii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces sp000220835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004886,0.00022,6e-05,0.00113,0.0002,5e-05,1e-05,0.00022,6e-05,1e-05,3e-05,3e-05,3e-05,0.00013,7e-05,0.00017,4e-05,3e-05,1e-05
Rothia mucilaginosa_B,0,0,3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia mucilaginosa_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia aeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia terrae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia mucilaginosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia sp902373285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevibacterium senegalense,0,0,0,1e-05,1e-05,0,1e-05,0,0,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,1e-05
MGYG000003792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobilicoccus massiliensis,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
Corynebacterium pacaense,3e-05,2e-05,2e-05,1e-05,1e-05,2e-05,2e-05,3e-05,2e-05,0.00015,1e-05,5e-05,0.00013,9e-05,5e-05,5e-05,9e-05,5e-05
Corynebacterium bouchesdurhonense,3e-05,2e-05,1e-05,4e-05,9e-05,2e-05,5e-05,3e-05,1e-05,3e-05,3e-05,0,3e-05,5e-05,1e-05,5e-05,3e-05,1e-05
MGYG000003805,1e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,3e-05,1e-05,1e-05,3e-05,1e-05
Corynebacterium propinquum,1e-05,0,0,1e-05,0,0,0,0,1e-05,1e-05,0,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05
Corynebacterium amycolatum_A,0,0,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05
Corynebacterium provencense,0,0,2e-05,0,0,1e-05,0,0,1e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05,0,0,0
Corynebacterium kroppenstedtii_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium aurimucosum_E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium kefirresidentii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium avium,1e-05,1e-05,4e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05
Lawsonella clevelandensis,1e-05,0,4e-05,2e-05,0,1e-05,0,1e-05,1e-05,3e-05,1e-05,2e-05,3e-05,0,0,1e-05,1e-05,1e-05
MGYG000003716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blastococcus massiliensis,1e-05,1e-05,0,1e-05,0,0,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,2e-05,0,1e-05
Cutibacterium acnes,0.00011,0.00012,0.0001,0.0001,0.00017,6e-05,0.0001,9e-05,5e-05,0.0001,0.00012,7e-05,0.00012,0.00015,5e-05,0.00014,0.00014,6e-05
Cutibacterium granulosum,0,0,1e-05,0,0,0,0,0,0,0,0,1e-05,0,1e-05,1e-05,1e-05,0,1e-05
Collinsella sp900542275,0.00085,0.00045,0.00033,0.00025,0.00012,0,0.00038,0.00054,0,9e-05,0.00022,0,0.00037,0.00043,0,0.00012,0.00015,0
MGYG000002746,4e-05,3e-05,3e-05,0.0001,4e-05,6e-05,8e-05,3e-05,4e-05,3e-05,4e-05,2e-05,4e-05,4e-05,7e-05,9e-05,4e-05,2e-05
Collinsella sp900541285,2e-05,2e-05,1e-05,2e-05,3e-05,4e-05,7e-05,8e-05,3e-05,0.00011,6e-05,5e-05,8e-05,9e-05,2e-05,4e-05,7e-05,2e-05
Collinsella sp900541145,1e-05,1e-05,2e-05,2e-05,3e-05,1e-05,4e-05,2e-05,1e-05,2e-05,5e-05,0,1e-05,3e-05,1e-05,2e-05,4e-05,1e-05
Collinsella ihuae,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,1e-05,0,1e-05,0,0
Collinsella sp900752475,3e-05,2e-05,0.00117,0,0,1e-05,1e-05,2e-05,0,2e-05,0,4e-05,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05
Collinsella sp002232035,0,0,0.0004,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0
MGYG000003732,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900543615,0,0,3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella tanakaei,0,0,3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp003437035,0,0,1e-05,3e-05,1e-05,2e-05,0,1e-05,1e-05,0,1e-05,0,0,0,1e-05,0,0,1e-05
MGYG000003915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella stercoris,0,0,3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900556285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp003487125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella aerofaciens_F,6e-05,0,2e-05,0,0,0,2e-05,0,0,4e-05,0,0,5e-05,0,2e-05,2e-05,0,0
Collinsella sp003469205,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900549535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900765185,0,0,0.0006,0,0,0,1e-05,0,0,0,0,2e-05,0,0,1e-05,0,0,1e-05
MGYG000004664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900553935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900549215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900757265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900555815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella aerofaciens_H,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900544755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900550825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900754525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900542315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella bouchesdurhonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900543845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900557505,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000702,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900765115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900757465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900761155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900762325,1e-05,0,0.00044,0,0,0,1e-05,0,0,3e-05,0,2e-05,1e-05,0,1e-05,0,0,1e-05
MGYG000004161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900761615,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900757185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900756725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900549195,0,0,7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900554985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900555765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900544205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enorma massiliensis,0,1e-05,2e-05,0,4e-05,3e-05,0,3e-05,0.00011,0,3e-05,1e-05,0,1e-05,5e-05,0,0,0
Enorma sp900751795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olsenella sp001457795,9e-05,8e-05,6e-05,5e-05,2e-05,6e-05,7e-05,7e-05,6e-05,0.00019,4e-05,7e-05,0.00019,0.00014,8e-05,0.00011,0.00013,6e-05
Olsenella sp900555995,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0
Olsenella_E timonensis,1e-05,1e-05,1e-05,0,1e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,2e-05,0,1e-05,1e-05,0
MGYG000004577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancefieldella parvula,1e-05,0,1e-05,0,0,0,0,0,1e-05,1e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05,0,0
Lancefieldella sp902373375,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,1e-05,0
Lancefieldella sp900555335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancefieldella sp000564995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parolsenella sp900543875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atopobium minutum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olsenella_B sp900770865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUG013 sp001486445,5e-05,5e-05,2e-05,4e-05,2e-05,2e-05,0.0001,6e-05,1e-05,6e-05,7e-05,1e-05,4e-05,7e-05,1e-05,8e-05,6e-05,2e-05
Rubneribacter badeniensis,1e-05,3e-05,1e-05,1e-05,0,0,1e-05,1e-05,0,0,1e-05,0,0,2e-05,0,1e-05,1e-05,0
Gordonibacter urolithinfaciens,0,8e-05,1e-05,0,0,0,0,2e-05,1e-05,0,5e-05,1e-05,0,3e-05,1e-05,0,3e-05,0
Gordonibacter massiliensis,1e-05,0,2e-05,0,0,1e-05,0,0,0,0,0,1e-05,0,1e-05,1e-05,2e-05,0,1e-05
Enteroscipio rubneri,4e-05,1e-05,1e-05,4e-05,1e-05,1e-05,2e-05,2e-05,1e-05,2e-05,2e-05,0,2e-05,3e-05,1e-05,5e-05,2e-05,1e-05
CAG-1427 sp900539675,0,0,0,1e-05,0,0,1e-05,0,0,0,1e-05,0,0,0,0,0,0,0
CAG-1427 sp900753095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1427 sp900548955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1427 sp000434775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1427 sp900540345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1427 sp900542265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004635,0,0,0,1e-05,0,0,2e-05,1e-05,0,1e-05,2e-05,0,1e-05,1e-05,0,1e-05,1e-05,0
Eggerthella lenta,2e-05,0,2e-05,2e-05,0.00017,0,3e-05,1e-05,0,4e-05,3e-05,0,3e-05,1e-05,0,2e-05,1e-05,0
Eggerthella sp014287365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slackia_A sp900553775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slackia_A sp900555495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slackia_A sp900553655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1293 sp900754495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004817,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellagibacter isourolithinifaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1502 sp900552365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNF00809 sp900604965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAMH01 sp900544245,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,1e-05,0,0,0,0
MGYG000002686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACZQA01 sp902783175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACZQA01 sp900758075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS124 sp900539345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bilophila wadsworthia,0.00371,0.0001,0,0.00212,0.00094,0,0.00217,0.00028,0,0.00052,0.00039,0,0.00192,0.00091,0,0.00042,0.00039,0
Bilophila sp900550745,2e-05,0,0,0,1e-05,0,0,0,0,0,0,0,1e-05,0,0,0,0,0
Bilophila sp900553145,1e-05,0,0,1e-05,1e-05,0,0,0,0,0,0,0,1e-05,0,0,0,0,0
MGYG000001832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio piger,6e-05,1e-05,0,4e-05,2e-05,0,3e-05,4e-05,1e-05,2e-05,1e-05,0,4e-05,2e-05,0,1e-05,1e-05,1e-05
Desulfovibrio legallii,4e-05,1e-05,7e-05,3e-05,1e-05,1e-05,2e-05,3e-05,2e-05,3e-05,1e-05,2e-05,3e-05,2e-05,1e-05,1e-05,1e-05,1e-05
Desulfovibrio sp900319575,3e-05,1e-05,0,2e-05,1e-05,0,1e-05,2e-05,0,1e-05,0,0,2e-05,1e-05,0,0,0,0
Desulfovibrio desulfuricans,2e-05,0,0,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,0,0,2e-05,1e-05,0,0,0,0
Desulfovibrio fairfieldensis,3e-05,1e-05,0,2e-05,1e-05,0,1e-05,2e-05,0,1e-05,1e-05,0,3e-05,1e-05,0,1e-05,1e-05,0
Desulfovibrio desulfuricans_A,3e-05,1e-05,1e-05,3e-05,1e-05,0,1e-05,2e-05,0,1e-05,1e-05,0,2e-05,1e-05,0,1e-05,1e-05,0
MGYG000004670,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004864,1e-05,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0
Desulfovibrio sp002159665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio sp900540515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitratidesulfovibrio vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mailhella sp900541395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mailhella sp900553065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-312 sp900760665,6e-05,6e-05,0,4e-05,8e-05,4e-05,7e-05,7e-05,3e-05,6e-05,8e-05,1e-05,5e-05,0.00011,2e-05,9e-05,0.0001,3e-05
CAG-312 sp002405555,5e-05,2e-05,0.00029,2e-05,2e-05,1e-05,5e-05,6e-05,1e-05,3e-05,3e-05,2e-05,5e-05,5e-05,2e-05,2e-05,2e-05,1e-05
MGYG000003846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-312 sp900545705,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0
CAG-312 sp900760055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-312 sp900545715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1490 sp900547395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1490 sp900552245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W0P29-029 sp004558035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akkermansia sp900766865,4e-05,1e-05,0,1e-05,1e-05,0,0,0,1e-05,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,0
Akkermansia sp001580195,0,1e-05,0,1e-05,0,0,3e-05,1e-05,0,2e-05,2e-05,0,1e-05,1e-05,0,1e-05,1e-05,0
Akkermansia muciniphila_B,0,0,0,1e-05,1e-05,0,3e-05,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,0,2e-05,1e-05,0
MGYG000003447,0,0,0,0,0,1e-05,0,0,0,0,0,1e-05,0,0,0,0,0,0
Akkermansia sp900548895,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0
Victivallis vadensis,1e-05,1e-05,0.00012,2e-05,1e-05,3e-05,4e-05,3e-05,4e-05,0.00012,2e-05,3e-05,0.00011,2e-05,3e-05,4e-05,1e-05,2e-05
Victivallis sp900551245,0,0,9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victivallis sp900761715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1518 sp900552575,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
UBA11452 sp003526375,3e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,2e-05,1e-05,1e-05,3e-05,4e-05,1e-05,2e-05,3e-05,1e-05
MGYG000001792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1829 sp900760615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1829 sp900549045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAAGGB01 sp900769285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002219,1e-05,1e-05,3e-05,1e-05,1e-05,0,0,1e-05,1e-05,0,0,1e-05,0,0,1e-05,1e-05,0,1e-05
RUG572 sp900771305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliarcobacter butzleri,3e-05,3e-05,9e-05,4e-05,6e-05,1e-05,1e-05,4e-05,3e-05,3e-05,2e-05,2e-05,4e-05,0.0001,3e-05,4e-05,3e-05,2e-05
Helicobacter_D pullorum,8e-05,7e-05,0.00014,6e-05,3e-05,8e-05,5e-05,4e-05,9e-05,0.00016,3e-05,0.00039,0.00017,0.0001,0.0001,0.00012,0.00012,0.00013
