name,L-30_1,L-30_2,L-30_3,FD30_1,FD30_2,FD30_3,FD90_1,FD90_2,FD90_3,FD150_1,FD150_2,FD150_3,R+1_1,R+1_2,R+1_3,R+7_1,R+7_2,R+7_3
Helicobacter_D winghamensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGM08974 sp900766555,1e-05,1e-05,3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,0,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05
Helicobacter_A rappini,0,0,0,0,1e-05,0,0,0,0,1e-05,0,0,0,1e-05,0,0,0,0
Helicobacter_B macacae,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helicobacter_B sp001854545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helicobacter_F sp002287135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter sp900753405,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,1e-05,1e-05,0,1e-05,1e-05,0
Campylobacter fetus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A concisus_G,0,0,1e-05,0,0,0,0,1e-05,0,0,0,0,1e-05,0,0,1e-05,0,0
Campylobacter_A curvus,0,0,4e-05,0,0,0,0,0,1e-05,2e-05,0,2e-05,0,0,0,1e-05,0,1e-05
Campylobacter_A concisus_F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A concisus_R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A concisus_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_B sp900539505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA2834 sp004561445,9e-05,7e-05,0.00011,3e-05,4e-05,5e-05,6e-05,9e-05,8e-05,0.00011,8e-05,6e-05,0.0001,0.00012,0.00011,0.00014,9e-05,8e-05
TM7x sp900556355,5e-05,6e-05,7e-05,5e-05,5e-05,3e-05,7e-05,6e-05,3e-05,0.0001,7e-05,3e-05,7e-05,9e-05,3e-05,8e-05,0.0001,3e-05
TM7x sp900557595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004459,7e-05,7e-05,5e-05,3e-05,2e-05,6e-05,8e-05,6e-05,6e-05,9e-05,6e-05,2e-05,7e-05,0.00014,5e-05,0.00011,0.00011,4e-05
CAG-196 sp900549855,4e-05,4e-05,2e-05,8e-05,0.00012,2e-05,0.0001,5e-05,1e-05,3e-05,7e-05,1e-05,4e-05,5e-05,0,7e-05,4e-05,1e-05
CAG-196 sp002102975,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0
CAG-306 sp000980375,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0
MGYG000003930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001906,0.00186,0,1e-05,0.00054,1e-05,0.00012,0.00024,1e-05,0.00085,0.00042,0,4e-05,0.00016,1e-05,0.0007,0.0006,1e-05,0.00021
CAG-484 sp900321895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1477 sp900553845,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0
Zag111 sp900555325,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag111 sp002103105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag111 sp004558955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag111 sp900551965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS951 sp900547585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag1 sp900555175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag1 sp900556295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag1 sp900769355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag1 sp000437435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag1 sp900551675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag1 sp900752845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag1 sp000433095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUG841 sp900772035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QHMH01 sp003258795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1585 sp900553205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1585 sp900766355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1221 sp900770525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAMI01 sp900554095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAMI01 sp900551915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gastranaerophilus phascolarctosicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetomicrobium hydrogeniformans,5e-05,4e-05,0.00012,3e-05,2e-05,2e-05,4e-05,4e-05,2e-05,8e-05,2e-05,4e-05,7e-05,7e-05,4e-05,7e-05,8e-05,3e-05
MGYG000003788,0,0,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0,0,0,0
Jonquetella anthropi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An23 sp900544635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruticola sp900772775,2e-05,1e-05,0,2e-05,3e-05,1e-05,3e-05,2e-05,1e-05,4e-05,2e-05,1e-05,4e-05,5e-05,1e-05,3e-05,4e-05,1e-05
Bruticola sp004554425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1174 sp900556855,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
CADBRU01 sp900762815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1436 sp900540405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGM14224 sp900761905,0,0,0,0,1e-05,0,0,0,0,0,1e-05,0,0,0,0,0,0,0
MGYG000001020,6e-05,1e-05,0,2e-05,0,2e-05,1e-05,0,0.00012,2e-05,0,1e-05,1e-05,0,0.0001,2e-05,1e-05,2e-05
MGYG000004118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1590 sp900759105,1e-05,0,2e-05,2e-05,1e-05,3e-05,1e-05,0,3e-05,2e-05,0,7e-05,0,0,1e-05,0,0,3e-05
UMGS1590 sp900553245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1590 sp900552455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA7185 sp900756555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA4248 sp004554395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanobrevibacter_A woesei,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanobrevibacter_A sp900766745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanobrevibacter_A oralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanobrevibacter_A smithii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanosphaera stadtmanae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haloferax massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megasphaera sp002319965,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialister sp900543165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialister sp900557365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella sp900556785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-274 sp000432155,0.00019,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptacetobacter sp900539645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-145 sp900754795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0
CAG-110 sp900554705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900548795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter sp900548505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter sp900550685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter sp004553545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter sp001916835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evtepia sp004556345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp003487665,0,0,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0,0,0,0
MGYG000004139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F23-B02 sp900772725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F23-B02 sp900760205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F23-B02 sp900556535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F23-B02 sp004558025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F23-B02 sp001916715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-170 sp900555665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-103 sp004556965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-103 sp900317855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA738 sp004557735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ER4 sp900768135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NK3B98 sp900758315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_R sp900540235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_R sp900766895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_E sp900755995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA5905 sp900764115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA5905 sp900549155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA5905 sp004558485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA5905 sp900763035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA737 sp900754145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004543,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,2e-05,0,0,0
UBA737 sp002431945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003887,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-180 sp900540295,5e-05,0,0,1e-05,0,0,3e-05,0,7e-05,0,0,0,2e-05,0,5e-05,0.00038,0,0
MGYG000003557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalibacterium sp003449675,0,0,1e-05,0,0,1e-05,0,0,0,1e-05,0,0,0,0,3e-05,0,0,1e-05
Faecalibacterium sp900758465,1e-05,0,1e-05,0,0,0,0,0,0,0,0,1e-05,1e-05,0,1e-05,1e-05,0,0
Ruminococcus_D sp900770285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemmiger sp900548355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemmiger sp900556255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemmiger sp900540595,0,0,1e-05,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0
CAG-115 sp003531585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1601 sp900553335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminiclostridium_E sp900539195,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1889 sp900556055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1375 sp002305795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS902 sp003343845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm-07 sp900548735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGM12657 sp900760575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agathobaculum sp900544475,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0
MGYG000003207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerococcus sp900551095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerococcus prevotii_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptoniphilus_A harei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-245 sp900758165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-354 sp900754085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1663 sp900553865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-452 sp000434035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1754 sp900759475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1820 sp900545865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1494 sp900552305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA00274 sp902373515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1241 sp900550525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-475 sp000434435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1435 sp900769665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA10281 sp900556195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA10281 sp900548285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borkfalkia sp900557285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFFH01 sp900542445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFFH01 sp900548125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1600 sp900553295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QALW01 sp900552055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutterella sp900764215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-521 sp900546995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidovorax temperans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cupriavidus metallidurans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea agglomerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus_D sp900756155,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,1e-05
MGYG000001112,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,1e-05
Acinetobacter sp900771065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenotrophomonas maltophilia_S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus kalixensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus oris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus sp900557215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus mitis_AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus peroris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus constellatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus garvieae_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus garvieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_C dispar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holdemanella sp900754615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1000 sp900761555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-533 sp900551105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUG705 sp900551455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-451 sp000438295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA7642 sp900549915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-313 sp000433035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-313 sp900760745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treponema_D sp900769325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium pullorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium italicum,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0
Bifidobacterium ruminantium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauljensenia sp900541895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauljensenia culturomici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium simulans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olsenella_E sp002159735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olsenella_E provencensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parolsenella sp900552935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parolsenella sp900549525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parolsenella sp900544655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA7741 sp900314575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1427 sp000435675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1427 sp900555755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-1427 sp900547965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNF00809 sp001552935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900556205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp902388345,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900553705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900548565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp000434535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900549345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900542165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp002391315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900549085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900553215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900757235,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900550595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900768265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900544115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900542825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900552705,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900556445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAMH01 sp003149935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-312 sp900548275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helicobacter_D sp900770765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A concisus_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_A concisus_P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_D coli,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0
